,filename,width,height,class,xmin,ymin,xmax,ymax
0,houston_1759099178859753618_20180416.jpg,608,608,Nike,55,299,111,334
1,houston_1547624367717008092_20170629.jpg,608,608,Nike,339,8,387,45
2,houston_1725195998627592009_20180301.jpg,608,608,Nike,20,91,99,125
3,houston_1725195998627592009_20180301.jpg,608,608,Nike,485,101,577,139
4,houston_1725195998627592009_20180301.jpg,608,608,Nike,20,254,94,284
5,houston_1725195998627592009_20180301.jpg,608,608,Nike,476,280,568,314
6,houston_1725195998627592009_20180301.jpg,608,608,Nike,12,408,86,443
7,houston_1725195998627592009_20180301.jpg,608,608,Nike,464,451,549,485
8,houston_1461733651250630974_20170302.jpg,608,608,Adidas,397,203,446,244
9,houston_1623484915743296370_20171011.jpg,608,608,Adidas,445,522,502,565
10,phoenix_1738559094329256136_20180319.jpg,608,608,Adidas,469,370,513,417
11,houston_1210701342312031212_20160321.jpg,608,608,Nike,331,247,554,362
12,houston_1210701342312031212_20160321.jpg,608,608,Nike,55,16,175,65
13,houston_1830175878584298111_20180724.jpg,608,608,Nike,497,35,573,66
14,houston_1416759870337919035_20161230.jpg,608,608,Adidas,153,101,216,144
15,houston_1883605497660477675_20181005.jpg,608,608,Nike,496,33,576,67
16,houston_1527596380108315911_20170601.jpg,608,608,Adidas,337,261,359,277
17,houston_1527596380108315911_20170601.jpg,608,608,Nike,3,308,110,391
18,houston_1451481598053762870_20170216.jpg,608,608,Adidas,400,146,501,203
19,houston_1451481598053762870_20170216.jpg,608,608,Adidas,101,145,207,205
20,cleveland_1478650303246834186_20170326.jpg,608,608,Nike,92,218,196,271
21,houston_1849444850588832258_20180819.jpg,608,608,Nike,227,39,383,130
22,houston_1253306719955755230_20160519.jpg,608,608,Adidas,265,257,407,397
23,cleveland_1401898557309434530_20161210.jpg,608,608,Adidas,229,409,289,446
24,houston_1228656629205641665_20160415.jpg,608,608,Nike,242,285,299,324
25,houston_1476507791090132403_20170323.jpg,608,608,Nike,463,268,506,301
26,cleveland_1687488962689538635_20180108.jpg,608,608,Nike,405,354,447,387
27,cleveland_1279278087252675358_20160623.jpg,608,608,Nike,254,262,439,375
28,houston_1272976450126838732_20160615.jpg,608,608,Nike,133,490,200,533
29,houston_1649771083781642446_20171117.jpg,608,608,Adidas,259,17,350,80
30,houston_1560503715348161017_20170716.jpg,608,608,Adidas,239,305,280,339
31,houston_1678585697818223623_20171226.jpg,608,608,Nike,151,543,201,577
32,houston_1714630133467402660_20180214.jpg,608,608,Nike,66,513,129,545
33,houston_1674311258152553484_20171220.jpg,608,608,Nike,210,402,266,451
34,houston_1738244701716502753_20180319.jpg,608,608,Adidas,193,138,263,203
35,phoenix_1736050598229593394_20180316.jpg,608,608,Under Armour,495,30,576,75
36,houston_1440788776900524242_20170201.jpg,608,608,Adidas,379,456,429,505
37,houston_1223695436058505468_20160408.jpg,608,608,Adidas,131,294,180,334
38,cleveland_1552598554638332084_20170706.jpg,608,608,Nike,257,441,317,483
39,houston_1328115136828985663_20160830.jpg,608,608,Adidas,294,365,342,412
40,houston_1424776279862121659_20170110.jpg,608,608,The North Face,234,404,306,443
41,houston_1514229297710429272_20170514.jpg,608,608,Nike,364,165,445,199
42,houston_1671586491380556842_20171217.jpg,608,608,Nike,226,304,395,426
43,houston_1653051261489980323_20171121.jpg,608,608,Adidas,252,379,289,424
44,houston_1813950929502917557_20180701.jpg,608,608,Adidas,282,165,385,246
45,cleveland_1557536452150032826_20170712.jpg,608,608,Nike,122,275,158,297
46,cleveland_1557536452150032826_20170712.jpg,608,608,Nike,455,301,580,352
47,houston_1502037371263242452_20170427.jpg,608,608,Nike,155,4,274,60
48,houston_1502037371263242452_20170427.jpg,608,608,Nike,376,409,537,489
49,houston_1345354521710429486_20160923.jpg,608,608,Nike,330,377,462,465
50,houston_1175806022522779367_20160202.jpg,608,608,Nike,480,30,578,73
51,houston_1614053046170398474_20170928.jpg,608,608,Nike,210,254,368,337
52,cleveland_1479964834837429512_20170327.jpg,608,608,The North Face,444,567,534,607
53,cleveland_1248143236907993823_20160511.jpg,608,608,Nike,483,32,575,67
54,houston_1896885586108979852_20181024.jpg,608,608,Nike,103,183,187,250
55,houston_1896885586108979852_20181024.jpg,608,608,Nike,268,196,468,357
56,houston_1119541345782881058_20151116.jpg,608,608,Adidas,243,47,281,81
57,cleveland_1302170435995160594_20160725.jpg,608,608,Adidas,451,388,503,442
58,cleveland_1302170435995160594_20160725.jpg,608,608,Adidas,68,392,118,441
59,houston_1615042564801328344_20170930.jpg,608,608,Nike,342,365,457,416
60,houston_1628014955448206294_20171018.jpg,608,608,Nike,208,189,279,235
61,houston_1547592577703153158_20170629.jpg,608,608,Nike,287,515,340,549
62,houston_1369899215249221194_20161026.jpg,608,608,Nike,142,425,254,477
63,houston_1832070374676567610_20180726.jpg,608,608,Adidas,317,359,347,391
64,cleveland_1591559661961596162_20170828.jpg,608,608,Puma,197,451,256,498
65,houston_1628749104517719234_20171019.jpg,608,608,Under Armour,505,27,578,68
66,houston_1874176443773575608_20180922.jpg,608,608,Adidas,390,173,417,193
67,houston_1405458264665261838_20161215.jpg,608,608,Nike,322,488,395,525
68,houston_1405458264665261838_20161215.jpg,608,608,Nike,231,291,379,338
69,houston_1864089792007809176_20180908.jpg,608,608,Adidas,378,247,423,299
70,houston_1771131424932176531_20180503.jpg,608,608,Adidas,301,350,349,385
71,houston_1619674563457030725_20171006.jpg,608,608,Adidas,468,338,576,400
72,phoenix_1664764925450453442_20171207.jpg,608,608,Nike,0,542,63,573
73,houston_1458785671254006702_20170226.jpg,608,608,Adidas,353,133,433,212
74,phoenix_1750821077037375413_20180405.jpg,608,608,Adidas,364,250,399,280
75,phoenix_1750821077037375413_20180405.jpg,608,608,Adidas,241,399,276,440
76,houston_1877106341320277578_20180926.jpg,608,608,Adidas,411,141,436,158
77,houston_1872155053731476272_20180919.jpg,608,608,Nike,167,557,270,601
78,houston_1511632333379133436_20170510.jpg,608,608,Nike,0,551,79,605
79,cleveland_1604957856581806553_20170916.jpg,608,608,Adidas,457,366,500,397
80,cleveland_1364832225484431697_20161019.jpg,608,608,The North Face,537,383,577,414
81,cleveland_1364832225484431697_20161019.jpg,608,608,The North Face,72,380,181,450
82,houston_1810157233636667557_20180626.jpg,608,608,Nike,473,380,540,421
83,houston_1264968416859526018_20160604.jpg,608,608,Adidas,0,461,40,505
84,houston_1806106383567568946_20180620.jpg,608,608,Puma,242,322,276,372
85,houston_1806106383567568946_20180620.jpg,608,608,Puma,409,425,432,459
86,cleveland_1691160508754916251_20180113.jpg,608,608,Nike,483,30,574,67
87,cleveland_1559818386433913364_20170716.jpg,608,608,Nike,370,206,465,310
88,cleveland_1684274111007726425_20180103.jpg,608,608,Nike,235,426,290,467
89,phoenix_1740367866724426218_20180322.jpg,608,608,Nike,458,364,578,433
90,cleveland_950867408641531406_20150328.jpg,608,608,Adidas,361,48,487,202
91,houston_1842306242716842100_20180809.jpg,608,608,Nike,29,45,88,93
92,phoenix_1764934901298934755_20180425.jpg,608,608,Nike,158,481,244,528
93,houston_1393865285124240778_20161129.jpg,608,608,Nike,32,513,82,553
94,houston_1718591296032354465_20180220.jpg,608,608,Nike,529,177,607,215
95,houston_1718591296032354465_20180220.jpg,608,608,Nike,510,368,602,404
96,houston_1718591296032354465_20180220.jpg,608,608,Nike,0,538,76,571
97,houston_1718591296032354465_20180220.jpg,608,608,Nike,503,542,586,572
98,houston_1621389316298491949_20171008.jpg,608,608,Under Armour,90,127,203,202
99,cleveland_1628481685610073009_20171018.jpg,608,608,Nike,131,532,191,567
100,houston_1454050338588273716_20170220.jpg,608,608,Nike,436,179,501,209
101,houston_1454050338588273716_20170220.jpg,608,608,Nike,32,184,97,214
102,houston_1454050338588273716_20170220.jpg,608,608,Nike,278,270,295,286
103,houston_1454050338588273716_20170220.jpg,608,608,Nike,432,323,494,351
104,houston_1454050338588273716_20170220.jpg,608,608,Nike,48,330,110,360
105,houston_1454050338588273716_20170220.jpg,608,608,Nike,307,387,322,393
106,houston_1454050338588273716_20170220.jpg,608,608,Nike,438,22,509,58
107,houston_1454050338588273716_20170220.jpg,608,608,Nike,16,24,85,58
108,houston_1454050338588273716_20170220.jpg,608,608,Nike,224,27,301,56
109,houston_1454050338588273716_20170220.jpg,608,608,Nike,427,445,485,475
110,houston_1454050338588273716_20170220.jpg,608,608,Nike,60,456,124,484
111,phoenix_1716902426811663796_20180217.jpg,608,608,Nike,273,266,392,314
112,phoenix_1716902426811663796_20180217.jpg,608,608,Nike,530,431,607,479
113,cleveland_1535247193039251412_20170612.jpg,608,608,Nike,320,343,424,380
114,houston_1860770104342793342_20180904.jpg,608,608,Nike,197,556,279,589
115,cleveland_1145623296045756737_20151222.jpg,608,608,Nike,483,31,577,69
116,houston_1821276291724710186_20180711.jpg,608,608,Nike,374,338,435,380
117,houston_1753760683551193769_20180409.jpg,608,608,Adidas,162,466,234,525
118,cleveland_1671436778828298565_20171217.jpg,608,608,Nike,215,166,260,206
119,houston_1716160002554971674_20180216.jpg,608,608,Nike,337,408,431,472
120,houston_1833215291480538917_20180728.jpg,608,608,Adidas,141,11,248,82
121,houston_1541037995941962113_20170620.jpg,608,608,Nike,194,399,275,445
122,houston_1541037995941962113_20170620.jpg,608,608,Nike,496,394,589,455
123,houston_1627997848099781885_20171018.jpg,608,608,Nike,7,527,114,567
124,houston_1779895351660285308_20180515.jpg,608,608,Nike,179,356,257,390
125,houston_1111019246095350670_20151104.jpg,608,608,Nike,50,28,130,60
126,houston_1454669463273280407_20170220.jpg,608,608,Nike,356,570,397,590
127,houston_1454669463273280407_20170220.jpg,608,608,Nike,142,64,244,99
128,houston_1454669463273280407_20170220.jpg,608,608,Nike,461,74,586,123
129,houston_1454669463273280407_20170220.jpg,608,608,Nike,434,261,552,306
130,houston_1454669463273280407_20170220.jpg,608,608,Adidas,388,348,416,363
131,houston_1454669463273280407_20170220.jpg,608,608,Nike,417,417,525,466
132,houston_1596528789328666027_20170904.jpg,608,608,Adidas,336,480,387,535
133,houston_1883521023052608489_20181005.jpg,608,608,Adidas,221,123,306,191
134,houston_1717443207669657351_20180218.jpg,608,608,Nike,509,64,580,96
135,houston_1717443207669657351_20180218.jpg,608,608,Nike,135,66,201,98
136,houston_1717443207669657351_20180218.jpg,608,608,Nike,322,65,390,104
137,houston_1717443207669657351_20180218.jpg,608,608,Nike,501,193,578,230
138,houston_1717443207669657351_20180218.jpg,608,608,Nike,499,322,564,359
139,houston_1717443207669657351_20180218.jpg,608,608,Nike,495,439,563,478
140,houston_1494708189726705133_20170417.jpg,608,608,Adidas,324,547,365,589
141,houston_1186211422197324654_20160216.jpg,608,608,Nike,515,517,558,559
142,houston_1727719244476436090_20180304.jpg,608,608,Nike,213,234,240,250
143,houston_1731750245538314202_20180310.jpg,608,608,Adidas,238,240,281,271
144,houston_1616310222727599804_20171001.jpg,608,608,Nike,483,35,573,74
145,cleveland_1593778617766387797_20170831.jpg,608,608,Adidas,323,511,368,559
146,cleveland_1179998720775127526_20160207.jpg,608,608,The North Face,225,77,314,207
147,houston_1256245206181098725_20160523.jpg,608,608,Nike,266,512,314,553
148,houston_1256245206181098725_20160523.jpg,608,608,Nike,340,546,375,591
149,houston_1565258542318119591_20170723.jpg,608,608,Adidas,219,409,340,510
150,houston_1771836307406749030_20180504.jpg,608,608,Adidas,361,402,393,441
151,houston_1847163449894190435_20180816.jpg,608,608,Nike,280,246,356,282
152,houston_1820525300670230635_20180710.jpg,608,608,Adidas,218,209,315,301
153,houston_1860713465159409801_20180904.jpg,608,608,Nike,221,558,273,589
154,houston_1763974587170676605_20180423.jpg,608,608,Nike,262,133,339,184
155,houston_1860360319474853843_20180903.jpg,608,608,Adidas,281,156,366,223
156,houston_1827105798665547483_20180719.jpg,608,608,Adidas,245,189,358,271
157,houston_1524829309369759299_20170528.jpg,608,608,Adidas,155,216,337,362
158,houston_1630120070276916352_20171021.jpg,608,608,Nike,348,155,437,199
159,houston_1487854587426918867_20170407.jpg,608,608,The North Face,336,492,372,528
160,houston_1104043957715821737_20151026.jpg,608,608,Adidas,276,158,331,217
161,houston_1245795902606922913_20160508.jpg,608,608,Under Armour,209,227,289,300
162,houston_1133039890820997175_20151205.jpg,608,608,Nike,278,310,450,409
163,houston_1350182468686496690_20160929.jpg,608,608,Nike,167,414,250,450
164,houston_1360924770044282632_20161014.jpg,608,608,Under Armour,450,97,504,136
165,houston_1414642008894887124_20161227.jpg,608,608,Under Armour,230,460,283,497
166,houston_1391982249313905643_20161126.jpg,608,608,Adidas,384,510,490,592
167,houston_1498944133434194017_20170423.jpg,608,608,Nike,204,326,267,360
168,houston_1793244802051829425_20180603.jpg,608,608,Nike,409,21,529,91
169,phoenix_1682875999957579679_20180101.jpg,608,608,Adidas,106,239,163,274
170,cleveland_1545651021764794508_20170626.jpg,608,608,Adidas,248,255,334,324
171,houston_1897879627399172270_20181025.jpg,608,608,Nike,124,417,196,456
172,houston_1797246085456412411_20180608.jpg,608,608,Nike,230,396,270,427
173,houston_1275949603621528510_20160619.jpg,608,608,Puma,326,462,393,506
174,houston_1514203232208331275_20170514.jpg,608,608,Adidas,178,533,223,576
175,houston_1445242731118943342_20170207.jpg,608,608,Adidas,489,361,541,407
176,cleveland_1495341741368554804_20170418.jpg,608,608,Nike,486,31,574,69
177,houston_1516834453115476601_20170517.jpg,608,608,Adidas,177,445,253,496
178,houston_1516834453115476601_20170517.jpg,608,608,Adidas,290,46,369,91
179,houston_1673823582248996081_20171220.jpg,608,608,Nike,301,153,386,194
180,houston_1673823582248996081_20171220.jpg,608,608,Nike,89,184,168,252
181,houston_1887114529108662486_20181010.jpg,608,608,Nike,440,465,496,511
182,houston_1803492994616990205_20180617.jpg,608,608,Puma,234,28,297,64
183,houston_1453061360610831482_20170218.jpg,608,608,Nike,0,115,106,161
184,houston_1661110410459156247_20171202.jpg,608,608,Adidas,354,412,439,453
185,cleveland_1169679651346839832_20160124.jpg,608,608,Adidas,114,307,147,338
186,houston_1781496027964426845_20180517.jpg,608,608,Under Armour,215,258,273,303
187,houston_1587299076869481117_20170822.jpg,608,608,Adidas,274,352,320,385
188,houston_1277990644052340961_20160622.jpg,608,608,Adidas,302,491,352,532
189,houston_1458541727077109768_20170226.jpg,608,608,Nike,96,513,221,584
190,phoenix_1755286216758885345_20180411.jpg,608,608,Nike,431,528,462,560
191,houston_1763250962758906727_20180422.jpg,608,608,The North Face,71,482,116,517
192,phoenix_1656486921928253281_20171126.jpg,608,608,Adidas,262,145,349,219
193,houston_1442525162402795585_20170204.jpg,608,608,Adidas,316,40,510,186
194,houston_1473508163297912813_20170318.jpg,608,608,Under Armour,139,421,205,458
195,houston_1479834852744670061_20170327.jpg,608,608,Adidas,274,147,308,178
196,houston_1501623118119191334_20170426.jpg,608,608,Nike,317,10,353,47
197,phoenix_1765566490131359219_20180425.jpg,608,608,Adidas,249,255,344,319
198,phoenix_1747251875184884080_20180331.jpg,608,608,Nike,483,36,566,74
199,phoenix_1803762892039565016_20180617.jpg,608,608,Adidas,229,370,305,424
200,phoenix_1769963236154741684_20180501.jpg,608,608,Adidas,326,508,369,542
201,houston_1863573982574478020_20180908.jpg,608,608,Adidas,168,556,222,607
202,houston_1756614924089851262_20180413.jpg,608,608,Adidas,16,281,263,459
203,cleveland_1643146703627618967_20171107.jpg,608,608,Nike,211,285,275,316
204,houston_1806181424933854711_20180620.jpg,608,608,Nike,458,380,510,415
205,cleveland_1278789956905488645_20160623.jpg,608,608,Nike,333,218,475,324
206,houston_1584999109985797947_20170819.jpg,608,608,Adidas,63,200,84,216
207,houston_1584999109985797947_20170819.jpg,608,608,Adidas,275,202,293,223
208,houston_1584999109985797947_20170819.jpg,608,608,Adidas,180,207,197,227
209,houston_1584999109985797947_20170819.jpg,608,608,Adidas,369,210,382,227
210,houston_1185930438845888994_20160216.jpg,608,608,Puma,176,287,226,319
211,houston_1263241839302379065_20160601.jpg,608,608,Under Armour,302,47,386,84
212,houston_1263241839302379065_20160601.jpg,608,608,Under Armour,344,505,484,582
213,houston_1864260023681911683_20180909.jpg,608,608,Nike,149,543,272,587
214,houston_1516496472978616189_20170517.jpg,608,608,Nike,204,159,306,197
215,houston_1734029409781272900_20180313.jpg,608,608,Adidas,284,33,344,72
216,houston_1856580212414794533_20180829.jpg,608,608,Adidas,242,122,335,220
217,houston_1895824773772328057_20181022.jpg,608,608,Nike,182,266,271,299
218,houston_1836039639485760916_20180801.jpg,608,608,Under Armour,66,358,97,393
219,cleveland_1471048154064455540_20170315.jpg,608,608,The North Face,553,547,606,605
220,houston_1817616327147583293_20180706.jpg,608,608,Adidas,84,455,119,497
221,cleveland_1582588730198527429_20170816.jpg,608,608,Nike,161,416,222,448
222,cleveland_1582588730198527429_20170816.jpg,608,608,Nike,248,432,293,467
